user_id,age,gender,channel,vip_grade,total_spent,order_count,recency,churn
u_00056,20,M,APP,0,1432,0,72,0
u_00057,30,M,MOBILE,3,475416,9,0,0
u_00058,55,M,APP,2,522926,8,0,0
u_00059,20,M,WEB,1,208990,5,4,0
u_00060,49,M,WEB,0,295669,4,0,0
u_00061,44,F,REFERRAL,0,197250,3,60,0
u_00062,41,M,WEB,1,890400,7,116,0
u_00063,23,M,APP,1,378202,6,132,1
u_00064,48,M,MOBILE,3,667464,18,18,0
u_00065,36,M,REFERRAL,1,971719,15,5,0
u_00066,40,M,MOBILE,0,447133,12,14,0
u_00067,29,F,WEB,0,422536,5,0,0
u_00068,37,F,MOBILE,1,407525,7,16,0
u_00069,32,M,MOBILE,3,1325739,13,0,0
u_00070,31,F,MOBILE,0,1044401,13,22,1
u_00071,20,F,AD,2,427682,6,76,0
u_00072,20,M,MOBILE,1,467353,5,19,0
u_00073,40,M,APP,3,2650723,28,5,0
u_00074,20,M,APP,1,724618,8,0,0
u_00075,29,F,AD,2,693798,9,45,0
u_00076,37,M,AD,0,304901,3,64,0
u_00077,27,M,APP,0,325632,6,19,0
u_00078,36,F,WEB,0,409845,8,29,0
u_00079,38,F,REFERRAL,5,1829608,18,0,0
u_00080,35,F,MOBILE,0,1034826,12,15,1
u_00081,37,M,WEB,0,1064673,12,32,0
u_00082,23,M,REFERRAL,2,985843,19,135,0
u_00083,43,M,REFERRAL,1,559760,6,110,1
u_00084,38,F,WEB,0,219559,4,96,0
u_00085,25,M,MOBILE,0,413170,10,352,1
u_00086,41,M,MOBILE,0,530848,7,0,1
u_00087,31,M,WEB,1,397853,5,28,0
u_00088,29,M,AD,4,1075346,13,0,0
u_00089,42,F,WEB,0,661391,11,23,0
u_00090,52,F,MOBILE,4,1516652,16,10,0
u_00091,37,F,WEB,0,1038781,11,0,0
u_00092,39,M,MOBILE,0,201163,3,169,1
u_00093,55,F,MOBILE,1,109823,1,33,0
u_00094,34,F,MOBILE,5,2017206,16,38,0
u_00095,31,M,MOBILE,0,577424,7,14,0
u_00096,37,F,WEB,2,668046,8,213,0
u_00097,54,F,WEB,0,111488,2,16,0
u_00098,34,M,MOBILE,0,334978,3,0,0
u_00099,20,F,APP,3,997991,11,11,0
u_00100,29,M,WEB,0,111053,5,46,0
u_00101,20,M,MOBILE,0,89317,2,44,0
u_00102,43,F,APP,0,1321036,17,37,0
u_00103,32,M,MOBILE,0,1147,0,5,1
u_00104,29,M,MOBILE,4,672021,17,22,0
u_00105,46,M,APP,3,632563,10,0,0
u_00106,43,F,WEB,0,399224,4,115,0
u_00107,47,M,MOBILE,3,811747,8,24,0
u_00108,37,F,MOBILE,2,971778,12,0,0
u_00109,47,F,MOBILE,0,411027,4,79,0
u_00110,47,F,MOBILE,0,2118,0,12,0
u_00111,45,M,APP,2,445221,5,18,0
u_00112,30,M,MOBILE,4,1898533,26,0,0
u_00113,20,F,WEB,1,1111410,14,3,0
u_00114,36,M,MOBILE,1,343687,4,110,0
u_00115,28,F,WEB,2,820436,9,25,0
u_00116,27,M,APP,1,750568,10,5,1
u_00117,22,F,WEB,0,46362,1,96,1
u_00118,26,M,APP,0,237227,3,26,1
u_00119,20,M,WEB,3,388526,8,186,1
u_00120,44,F,WEB,0,507739,7,24,0
u_00121,30,F,APP,1,580774,6,41,0
u_00122,40,M,WEB,0,4873,0,10,0
u_00123,33,F,WEB,0,1449172,18,90,0
u_00124,42,F,REFERRAL,1,554547,8,15,0
u_00125,36,M,APP,0,1004480,14,64,0
u_00126,30,F,AD,2,606979,9,0,0
u_00127,37,F,WEB,0,235213,3,0,0
u_00128,25,F,REFERRAL,2,747649,9,0,0
u_00129,36,F,WEB,1,189962,7,20,0
u_00130,50,M,REFERRAL,2,637480,12,8,0
u_00131,20,F,WEB,2,343857,7,0,0
u_00132,39,F,MOBILE,4,1693173,21,3,0
u_00133,20,F,APP,0,30000,2,0,1
u_00134,35,M,WEB,0,795236,7,4,1
u_00135,45,M,APP,1,700984,11,22,0
u_00136,40,F,MOBILE,1,412713,4,0,0
u_00137,20,M,APP,3,527817,6,13,0
u_00138,59,F,MOBILE,1,520626,6,0,0
u_00139,37,F,MOBILE,0,97,0,0,0
u_00140,35,M,MOBILE,0,349776,8,56,0
u_00141,35,F,APP,0,260745,4,0,0
u_00142,30,F,WEB,1,89731,1,21,0
u_00143,28,F,APP,2,970590,13,10,0
u_00144,29,M,WEB,0,578976,9,31,1
u_00145,22,F,WEB,1,877035,14,13,0
u_00146,45,M,APP,0,496321,5,42,0
u_00147,45,F,MOBILE,0,352247,3,4,0
u_00148,35,F,WEB,4,1246122,13,0,0
u_00149,23,F,MOBILE,0,129703,2,0,0
u_00150,40,M,MOBILE,1,422019,9,27,0
u_00151,52,F,MOBILE,2,857160,12,121,0
u_00152,20,F,APP,1,809761,15,190,1
u_00153,39,F,APP,3,996975,10,167,0
u_00154,35,M,REFERRAL,1,81414,1,0,0
u_00155,44,M,MOBILE,1,202203,5,0,0
u_00156,49,F,WEB,1,1208766,18,0,0
u_00157,34,F,WEB,0,886197,12,0,0
u_00158,20,F,APP,0,566115,6,23,0
u_00159,44,M,MOBILE,0,181500,3,4,1
u_00160,53,M,WEB,1,1302321,16,58,0
u_00161,22,F,AD,2,643080,6,0,1
u_00162,20,F,MOBILE,0,145484,2,34,0
u_00163,37,F,MOBILE,0,261330,3,3,0
u_00164,46,M,MOBILE,0,103173,2,48,0
u_00165,37,F,MOBILE,0,301341,5,129,1
u_00166,30,M,WEB,0,273640,4,5,0
u_00167,28,M,WEB,0,425060,9,123,0
u_00168,65,M,MOBILE,1,1057332,13,136,0
u_00169,26,M,REFERRAL,0,49223,1,14,0
u_00170,34,M,MOBILE,0,523161,6,141,1
u_00171,32,F,APP,2,349463,5,0,0
u_00172,31,M,MOBILE,0,392542,4,72,1
u_00173,35,F,WEB,1,370642,6,45,0
u_00174,47,F,WEB,0,478212,7,54,0
u_00175,37,F,MOBILE,2,356252,5,3,0
u_00176,20,M,APP,1,520356,5,151,1
u_00177,28,M,MOBILE,0,1770,0,40,0
u_00178,25,M,REFERRAL,2,777851,8,4,0
u_00179,38,M,MOBILE,2,1045494,13,99,0
u_00180,38,F,MOBILE,0,221532,2,0,0
u_00181,33,F,APP,0,308503,7,180,1
u_00182,48,F,AD,4,609155,10,9,0
u_00183,25,F,REFERRAL,0,709324,8,83,0
u_00184,29,M,APP,2,774931,6,117,0
u_00185,38,M,APP,0,1008938,11,16,0
u_00186,20,M,REFERRAL,0,278629,3,34,1
u_00187,55,F,WEB,2,739005,12,11,0
u_00188,64,M,WEB,0,264453,5,2,0
u_00189,65,F,WEB,2,243736,3,5,0
u_00190,40,F,APP,1,651819,6,33,0
u_00191,28,F,WEB,0,478231,7,9,0
u_00192,29,M,APP,1,171148,3,25,0
u_00193,41,M,MOBILE,4,1052505,16,31,0
u_00194,55,F,APP,1,461085,7,0,0
u_00195,40,F,APP,2,188496,3,0,1
u_00196,35,F,REFERRAL,0,308219,6,143,1
u_00197,28,M,WEB,1,1135985,16,0,0
u_00198,40,M,MOBILE,1,414348,5,5,0
u_00199,30,M,WEB,1,619775,6,8,1
u_00200,45,M,WEB,1,803331,6,18,0
u_00201,25,M,APP,3,1866001,18,20,0
u_00202,41,F,MOBILE,0,314876,5,0,0
u_00203,49,M,WEB,1,393618,9,99,1
u_00204,29,M,REFERRAL,0,235613,5,60,1
u_00205,38,F,MOBILE,2,627118,12,98,0
u_00206,47,M,APP,2,455030,9,2,0
u_00207,25,M,REFERRAL,0,851804,14,37,0
u_00208,33,M,MOBILE,3,544553,15,0,0
u_00209,24,F,MOBILE,1,175500,3,73,0
u_00210,37,F,APP,0,470208,6,72,1
u_00211,25,M,MOBILE,0,448987,12,0,0
u_00212,47,M,REFERRAL,0,4796,0,45,1
u_00213,38,M,APP,1,715655,7,25,0
u_00214,35,M,WEB,0,575439,5,48,0
u_00215,26,M,WEB,0,61679,1,13,0
u_00216,20,M,WEB,0,200281,3,21,1
u_00217,40,M,WEB,2,354501,11,0,0
u_00218,36,M,WEB,1,232841,7,92,0
u_00219,42,M,AD,1,139423,3,11,0
u_00220,55,F,WEB,0,190223,2,61,0
u_00221,45,F,MOBILE,1,745690,7,0,0
u_00222,29,M,WEB,0,346605,5,53,0
u_00223,37,M,WEB,0,104200,1,80,1
u_00224,44,F,MOBILE,4,1869923,23,0,0
u_00225,33,F,APP,2,599378,9,0,0
u_00226,44,M,APP,0,120000,8,94,0
u_00227,40,M,MOBILE,4,741746,13,0,0
u_00228,20,F,MOBILE,1,514006,8,19,0
u_00229,27,F,WEB,1,247248,3,0,0
u_00230,20,F,REFERRAL,2,324332,8,66,1
u_00231,38,M,REFERRAL,1,503930,5,49,0
u_00232,45,M,WEB,2,223208,9,14,0
u_00233,34,F,REFERRAL,0,591809,9,11,0
u_00234,29,F,MOBILE,0,415681,6,27,0
u_00235,25,M,WEB,0,207407,2,0,0
u_00236,39,F,MOBILE,1,505895,5,79,0
u_00237,29,F,WEB,0,470937,6,84,0
u_00238,43,M,WEB,3,1264406,13,72,0
u_00239,24,F,WEB,1,241021,5,53,0
u_00240,50,M,WEB,0,623747,8,0,0
u_00241,47,F,APP,0,952679,10,56,0
u_00242,43,M,MOBILE,0,411263,6,62,0
u_00243,33,M,WEB,3,1511812,26,0,0
u_00244,20,F,WEB,1,49555,1,103,0
u_00245,60,F,AD,3,878351,13,21,0
u_00246,36,F,AD,0,4469,0,80,0
u_00247,44,F,MOBILE,0,1880,0,9,0
u_00248,26,F,WEB,2,1166242,13,0,0
u_00249,30,M,WEB,0,136277,3,0,0
u_00250,51,M,WEB,3,986792,10,0,0
u_00251,44,M,WEB,0,710045,7,23,1
u_00252,21,M,MOBILE,5,3273259,33,0,0
u_00253,38,M,MOBILE,1,972825,7,0,1
u_00254,26,M,AD,3,1366802,15,0,0
u_00255,31,M,MOBILE,1,471219,7,44,1
u_00256,55,M,MOBILE,0,229265,9,59,0
u_00257,39,M,MOBILE,0,244348,4,20,0
u_00258,26,F,REFERRAL,2,306462,6,109,0
u_00259,35,F,MOBILE,3,680064,15,10,0
u_00260,42,M,REFERRAL,2,1387852,12,0,0
u_00261,29,M,WEB,2,1928379,24,43,0
u_00262,38,F,WEB,4,705260,11,0,0
u_00263,38,F,APP,1,260120,3,16,1
u_00264,25,F,WEB,1,1371520,24,32,0
u_00265,29,F,APP,0,612038,10,0,0
u_00266,31,M,APP,1,825113,9,95,0
u_00267,20,M,APP,0,794797,14,53,1
u_00268,58,M,MOBILE,1,1152735,10,27,0
u_00269,44,F,WEB,3,1530096,14,9,0
u_00270,47,F,REFERRAL,1,576822,8,34,0
u_00271,28,F,MOBILE,2,526234,7,21,0
u_00272,38,F,AD,0,3380,0,47,0
u_00273,36,M,MOBILE,1,403395,4,41,0
u_00274,30,F,AD,1,103410,2,0,0
u_00275,40,M,REFERRAL,0,137086,2,0,0
u_00276,42,M,APP,0,75000,5,80,0
u_00277,65,M,MOBILE,2,355553,5,51,0
u_00278,28,F,MOBILE,3,1966530,24,0,0
u_00279,24,M,APP,2,1142896,14,0,0
u_00280,38,M,WEB,0,46671,1,25,0
u_00281,41,M,AD,0,150419,2,100,0
u_00282,20,M,WEB,0,303829,5,85,0
u_00283,34,F,WEB,0,4728,0,157,0
u_00284,40,F,WEB,0,202287,7,111,0
u_00285,47,M,REFERRAL,0,258676,3,34,0
u_00286,32,M,WEB,1,130470,2,196,1
u_00287,51,F,WEB,0,218008,3,67,1
u_00288,21,F,AD,1,435446,9,0,0
u_00289,20,F,APP,0,453276,4,7,0
u_00290,32,M,APP,0,345583,5,1,0
u_00291,30,M,MOBILE,1,172541,2,78,1
u_00292,23,F,AD,0,344761,4,100,1
u_00293,29,F,APP,1,665541,10,45,0
u_00294,47,F,WEB,1,227351,3,64,0
u_00295,21,F,WEB,0,592443,5,19,1
u_00296,31,M,WEB,4,595662,15,0,0
u_00297,24,M,MOBILE,1,446847,7,2,0
u_00298,44,F,MOBILE,0,2390,0,28,0
u_00299,22,M,MOBILE,0,655570,7,61,0
u_00300,50,F,AD,1,79906,1,50,1
u_00301,32,M,APP,0,4574,0,21,0
u_00302,53,M,WEB,2,1132245,10,53,1
u_00303,34,M,APP,0,86688,2,31,0
u_00304,47,F,REFERRAL,2,596479,9,20,0
u_00305,47,F,APP,1,708206,8,7,0
u_00306,40,M,APP,0,462480,5,56,1
u_00307,27,F,AD,0,1024323,8,29,0
u_00308,23,F,MOBILE,0,898964,15,41,0
u_00309,35,M,AD,0,680164,6,38,0
u_00310,29,F,WEB,2,693100,12,51,0
u_00311,40,F,MOBILE,0,463254,6,38,1
u_00312,33,M,MOBILE,2,839470,14,13,0
u_00313,37,F,MOBILE,4,1876676,17,5,0
u_00314,51,M,MOBILE,2,594379,6,0,0
u_00315,44,F,WEB,1,1191466,11,0,0
u_00316,29,M,APP,1,2355,0,18,0
u_00317,47,F,AD,1,271163,3,0,1
u_00318,20,F,AD,1,637732,7,60,1
u_00319,27,M,WEB,0,224563,3,0,0
u_00320,37,M,AD,0,393474,5,13,0
u_00321,55,M,WEB,1,1496067,24,60,0
u_00322,33,M,AD,0,545276,6,0,0
u_00323,29,M,REFERRAL,0,440896,4,49,0
u_00324,26,M,REFERRAL,2,722899,10,7,0
u_00325,20,M,REFERRAL,2,578591,9,32,0
u_00326,64,M,APP,0,1281,0,7,0
u_00327,45,F,APP,1,197069,2,29,0
u_00328,24,M,REFERRAL,3,690035,7,0,0
u_00329,36,F,APP,2,1539739,18,12,0
u_00330,29,M,WEB,0,644583,7,13,0
u_00331,39,M,APP,3,1108733,10,0,0
u_00332,31,F,WEB,3,1072284,9,0,0
u_00333,62,M,MOBILE,0,1094851,10,6,0
u_00334,20,M,REFERRAL,4,694020,10,64,0
u_00335,20,F,AD,1,647295,8,139,1
u_00336,35,M,WEB,1,208147,4,69,0
u_00337,23,M,MOBILE,1,228416,2,0,1
u_00338,32,M,MOBILE,1,371925,6,108,0
u_00339,46,M,MOBILE,0,836898,7,25,0
u_00340,33,F,AD,4,1048778,14,5,0
u_00341,55,F,MOBILE,0,207679,4,27,0
u_00342,30,M,AD,3,1161397,14,31,0
u_00343,20,F,APP,0,906597,10,36,0
u_00344,56,M,WEB,1,1494775,19,29,0
u_00345,33,F,MOBILE,0,411977,4,9,0
u_00346,56,F,WEB,2,75000,5,0,1
u_00347,46,M,WEB,0,195750,2,69,1
u_00348,20,F,MOBILE,3,2012008,24,5,0
u_00349,20,F,MOBILE,1,469673,7,90,0
u_00350,25,F,MOBILE,1,258862,6,39,0
u_00351,23,F,MOBILE,2,783798,9,7,0
u_00352,43,F,REFERRAL,2,443398,6,0,0
u_00353,33,F,MOBILE,0,844144,8,120,1
u_00354,59,M,MOBILE,2,486999,8,26,0
u_00355,39,F,MOBILE,0,324964,4,20,0
u_00356,23,F,MOBILE,1,1022197,11,92,1
u_00357,40,F,REFERRAL,2,391556,5,0,0
u_00358,51,M,APP,0,120664,2,71,1
u_00359,34,M,REFERRAL,3,582634,7,59,0
u_00360,35,F,MOBILE,1,324012,7,0,0
u_00361,45,M,WEB,2,858931,8,0,0
u_00362,25,F,MOBILE,2,187181,6,34,0
u_00363,32,M,WEB,1,520588,8,39,0
u_00364,38,M,APP,2,153508,5,40,0
u_00365,43,F,APP,3,1539986,15,19,0
u_00366,43,F,MOBILE,2,304843,7,20,0
u_00367,38,M,MOBILE,1,936013,11,91,0
u_00368,20,M,MOBILE,0,266309,6,29,1
u_00369,27,F,MOBILE,0,587922,7,4,0
u_00370,53,M,REFERRAL,0,1341788,15,53,0
u_00371,40,F,WEB,3,724514,12,86,0
u_00372,36,M,MOBILE,0,1227184,13,54,1
u_00373,54,M,WEB,1,646456,8,0,0
u_00374,47,M,MOBILE,2,381819,7,40,0
u_00375,35,M,APP,0,378,0,21,0
u_00376,35,F,AD,1,581449,10,0,0
u_00377,26,M,MOBILE,0,172597,5,100,1
u_00378,31,F,MOBILE,0,563518,9,49,1
u_00379,23,M,WEB,1,738639,9,106,1
u_00380,40,F,WEB,3,658830,12,0,0
u_00381,27,F,APP,1,287594,5,5,0
u_00382,21,M,WEB,2,615815,8,0,0
u_00383,20,M,MOBILE,0,231226,4,63,0
u_00384,42,M,MOBILE,0,3757,0,81,1
u_00385,64,F,AD,0,514077,8,37,0
u_00386,41,F,MOBILE,2,763467,18,71,0
u_00387,28,F,APP,2,1437839,14,8,0
u_00388,25,F,AD,0,281154,3,34,0
u_00389,26,F,REFERRAL,0,1620,0,4,1
u_00390,30,F,APP,2,2265400,18,30,0
u_00391,43,M,AD,0,700896,8,63,0
u_00392,33,M,MOBILE,2,416665,11,0,0
u_00393,37,F,WEB,0,387315,7,0,0
u_00394,23,F,WEB,1,313879,7,25,0
u_00395,51,M,MOBILE,0,165937,5,12,0
u_00396,26,F,WEB,3,676911,12,122,0
u_00397,54,M,WEB,1,125236,5,30,1
u_00398,40,M,WEB,0,600266,6,81,0
u_00399,41,M,APP,3,504739,10,0,0
u_00400,45,F,MOBILE,1,345693,8,9,0
u_00401,23,F,WEB,0,264902,5,98,1
u_00402,60,M,REFERRAL,0,336334,3,0,0
u_00403,57,F,AD,1,871566,12,34,0
u_00404,61,F,MOBILE,0,173831,3,79,0
u_00405,23,F,MOBILE,4,1038947,12,0,0
u_00406,24,F,APP,0,220718,7,39,0
u_00407,24,M,APP,0,153206,3,33,0
u_00408,37,M,WEB,0,334082,3,34,0
u_00409,32,M,WEB,0,516073,7,15,0
u_00410,20,M,WEB,0,252831,3,64,0
u_00411,31,M,APP,4,1165056,14,0,0
u_00412,23,M,WEB,2,466821,6,12,0
u_00413,46,M,WEB,1,1018641,12,109,0
u_00414,32,F,REFERRAL,1,664796,10,0,0
u_00415,24,M,WEB,5,1363379,24,0,0
u_00416,32,F,MOBILE,2,1337297,20,13,0
u_00417,27,F,MOBILE,0,1296,0,17,1
u_00418,37,M,WEB,0,1451,0,36,1
u_00419,35,F,WEB,0,105703,1,19,0
u_00420,30,F,WEB,0,691195,9,32,0
u_00421,31,F,WEB,3,1190875,15,61,0
u_00422,28,F,WEB,2,625713,9,0,0
u_00423,30,M,APP,3,1473288,12,21,0
u_00424,23,F,REFERRAL,1,464474,8,15,1
u_00425,22,M,AD,0,103833,4,58,0
u_00426,41,M,APP,1,443943,4,11,0
u_00427,33,F,WEB,0,773128,11,29,0
u_00428,43,F,REFERRAL,0,277,0,152,1
u_00429,36,F,APP,1,597831,7,51,0
u_00430,40,M,MOBILE,3,424246,13,0,0
u_00431,27,M,APP,2,868557,12,0,0
u_00432,36,F,WEB,1,171532,2,0,0
u_00433,43,M,WEB,0,702456,14,29,0
u_00434,33,M,WEB,2,637907,7,31,0
u_00435,45,M,REFERRAL,0,449971,4,143,1
u_00436,47,M,MOBILE,0,432423,5,38,0
u_00437,37,M,MOBILE,1,371947,6,47,0
u_00438,27,F,APP,1,424493,5,35,0
u_00439,25,F,APP,2,718177,10,0,0
u_00440,31,F,MOBILE,0,393453,4,27,1
u_00441,36,M,MOBILE,0,90902,2,47,0
u_00442,20,F,APP,1,1092503,10,8,0
u_00443,51,F,MOBILE,1,796709,9,69,0
u_00444,54,M,AD,0,773828,10,25,1
u_00445,39,M,MOBILE,0,143647,7,36,1
u_00446,49,M,REFERRAL,0,623,0,3,1
u_00447,28,M,MOBILE,0,345206,7,38,1
u_00448,41,M,APP,0,61372,1,39,1
u_00449,24,F,MOBILE,4,1297788,13,89,1
u_00450,20,F,REFERRAL,1,620275,8,15,0
u_00451,32,M,APP,0,749985,9,139,1
u_00452,39,F,REFERRAL,0,136868,9,20,0
u_00453,31,M,APP,1,781878,10,49,0
u_00454,20,M,MOBILE,1,446177,6,0,0
u_00455,39,F,WEB,2,454001,11,10,0
u_00456,43,M,WEB,0,169192,2,51,0
u_00457,41,M,MOBILE,1,468282,10,42,0
u_00458,38,F,AD,0,112420,3,38,0
u_00459,53,F,WEB,0,1331651,13,23,0
u_00460,39,M,WEB,2,589326,9,6,0
u_00461,37,M,AD,0,121621,2,78,0
u_00462,24,F,WEB,5,711044,17,0,0
u_00463,41,F,REFERRAL,1,240814,4,42,0
u_00464,38,F,REFERRAL,3,645094,9,20,0
u_00465,32,F,MOBILE,3,626776,10,0,0
u_00466,59,F,AD,3,587917,11,56,0
u_00467,47,F,AD,1,206629,7,44,0
u_00468,27,F,AD,1,681348,7,76,0
u_00469,53,M,WEB,2,930647,9,93,0
u_00470,24,M,APP,4,1107418,14,0,0
u_00471,23,M,MOBILE,1,149987,2,10,0
u_00472,48,M,WEB,2,337758,3,43,0
u_00473,32,M,APP,3,1005222,15,0,0
u_00474,37,F,MOBILE,1,416272,11,0,0
u_00475,41,F,REFERRAL,2,424825,7,0,0
u_00476,46,F,MOBILE,1,365011,4,17,0
u_00477,23,M,MOBILE,1,873758,9,61,1
u_00478,32,F,MOBILE,4,1553915,17,132,0
u_00479,27,F,WEB,0,871714,9,23,0
u_00480,26,F,MOBILE,2,691401,11,247,1
u_00481,41,F,WEB,3,658592,11,0,0
u_00482,31,F,REFERRAL,3,1037085,14,0,0
u_00483,39,F,WEB,0,1002354,15,6,1
u_00484,44,M,AD,1,1159863,10,29,0
u_00485,29,M,REFERRAL,0,73015,1,72,0
u_00486,50,F,AD,5,819839,12,22,0
u_00487,42,M,APP,1,1123477,16,8,0
u_00488,33,M,WEB,1,538089,6,22,0
u_00489,43,M,REFERRAL,0,353521,3,16,0
u_00490,54,M,MOBILE,0,99778,1,52,1
u_00491,20,F,WEB,3,498862,12,0,0
u_00492,35,M,REFERRAL,0,192665,3,77,1
u_00493,20,F,REFERRAL,0,1235935,16,0,0
u_00494,33,F,WEB,0,1622272,13,62,0
u_00495,42,F,REFERRAL,2,424261,5,81,0
u_00496,46,F,MOBILE,1,472946,7,48,0
u_00497,43,F,WEB,0,4907,0,16,1
u_00498,43,M,APP,2,1358641,13,29,0
u_00499,46,M,MOBILE,1,535244,8,70,0
u_00500,40,M,WEB,0,341361,4,46,0
u_00501,36,F,REFERRAL,1,197739,2,23,0
u_00502,42,F,WEB,5,1187476,15,0,0
u_00503,37,F,REFERRAL,3,796085,9,119,0
u_00504,41,M,WEB,3,549169,8,85,0
u_00505,20,F,WEB,0,159754,2,23,0
u_00506,28,M,WEB,3,418812,9,26,0
u_00507,45,M,APP,1,756794,9,41,1
u_00508,29,M,REFERRAL,3,449499,9,0,0
u_00509,27,M,WEB,1,622084,10,26,0
u_00510,36,M,MOBILE,0,933713,12,39,0
u_00511,25,F,APP,0,52252,1,163,0
u_00512,41,F,MOBILE,4,984974,13,15,0
u_00513,36,F,MOBILE,0,634671,10,0,0
u_00514,50,F,REFERRAL,0,399025,9,14,0
u_00515,23,M,MOBILE,0,239947,2,123,1
u_00516,27,M,REFERRAL,3,829255,19,32,0
u_00517,29,M,WEB,3,643242,10,5,0
u_00518,32,F,AD,2,538289,6,0,0
u_00519,43,M,APP,3,306929,5,24,0
u_00520,34,F,WEB,1,324062,4,111,0
u_00521,38,F,APP,0,169429,2,9,0
u_00522,36,F,MOBILE,1,748135,7,46,0
u_00523,37,F,APP,0,277737,5,44,1
u_00524,20,F,WEB,1,547065,6,14,0
u_00525,28,M,WEB,4,1093815,13,38,0
u_00526,37,M,MOBILE,2,589581,7,0,0
u_00527,22,M,AD,1,365819,9,187,1
u_00528,39,F,APP,1,429462,9,0,0
u_00529,38,F,MOBILE,0,179205,2,48,1
u_00530,45,F,MOBILE,1,682354,7,12,0
u_00531,20,F,MOBILE,1,408270,4,30,0
u_00532,37,M,WEB,1,564222,7,13,0
u_00533,37,M,WEB,0,516552,7,0,0
u_00534,31,F,MOBILE,2,964242,15,0,0
u_00535,40,M,REFERRAL,0,520636,5,189,0
u_00536,31,M,APP,1,785733,9,4,0
u_00537,40,F,WEB,4,695174,10,6,0
u_00538,52,F,MOBILE,0,399725,4,198,0
u_00539,28,M,WEB,3,859160,11,0,0
u_00540,41,M,MOBILE,2,1015193,10,73,0
u_00541,20,F,MOBILE,0,284037,6,75,0
u_00542,51,M,MOBILE,3,349188,9,0,0
u_00543,30,M,WEB,0,418216,6,56,0
u_00544,38,F,REFERRAL,3,654884,9,51,0
u_00545,42,F,MOBILE,1,322781,5,0,1
u_00546,27,M,MOBILE,1,497358,7,0,0
u_00547,31,F,WEB,2,628955,13,16,0
u_00548,24,M,APP,0,461230,5,40,1
u_00549,38,M,REFERRAL,4,2012444,15,35,0
u_00550,20,F,AD,2,1465084,12,7,0
u_00551,33,F,WEB,0,1072491,10,112,1
u_00552,43,M,WEB,2,579709,16,0,0
u_00553,39,F,APP,1,343935,5,0,0
u_00554,23,F,MOBILE,2,919647,12,0,0
u_00555,39,M,MOBILE,3,1180196,16,28,0
u_00556,46,M,REFERRAL,0,369615,5,34,0
u_00557,36,F,MOBILE,1,1258505,18,17,0
u_00558,20,M,WEB,2,672599,7,10,0
u_00559,38,F,MOBILE,2,2057841,29,110,0
u_00560,47,M,MOBILE,1,104059,2,0,0
